##01/03/2023;;;;;;;
##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unit
INVENTORY-CARTON_DE_G_PRIMUS;Carton de G primus;categorie-icizanye-bar;34;;TRUE;TRUE;caisse
INVENTORY-CARTON_DE_P_AMSTEL;Carton de P amstel;categorie-icizanye-bar;18;;TRUE;TRUE;caisse
INVENTORY-CARTON_DE_P_PRIMUS;Carton de P primus;categorie-icizanye-bar;25;;TRUE;TRUE;caisse
INVENTORY-CARTON_SKOOL;Carton skool;categorie-icizanye-bar;28;;TRUE;TRUE;caisse
INVENTORY-CARTON_SOMA;Carton soma;categorie-icizanye-bar;5;;TRUE;TRUE;caisse
INVENTORY-CARTON_FANTA;Carton fanta;categorie-icizanye-bar;25;;TRUE;TRUE;caisse
INVENTORY-CARTON_ROYAL;Carton royal;categorie-icizanye-bar;16;;TRUE;TRUE;caisse
INVENTORY-CARTON_VIVA;Carton viva;categorie-icizanye-bar;32;;TRUE;TRUE;caisse
INVENTORY-VIDE_G_AMSTEL;Vide G amstel;categorie-icizanye-bar;20;;TRUE;TRUE;caisse
INVENTORY-VIDE_G_PRIMUS;Vide G primus;categorie-icizanye-bar;47;;TRUE;TRUE;caisse
INVENTORY-VIDE_ROYAL;Vide royal;categorie-icizanye-bar;71;;TRUE;TRUE;caisse
INVENTORY-VIDE_FANTA;Vide fanta;categorie-icizanye-bar;21;;TRUE;TRUE;caisse
INVENTORY-TISSU;Tissu;categorie-icizanye-bar;80;;TRUE;TRUE;piece
INVENTORY-ALLONGE;Allonge;categorie-icizanye-bar;8;;TRUE;TRUE;piece
INVENTORY-TABLE_COMPTOIRE;Table comptoire;categorie-icizanye-bar;3;;TRUE;TRUE;piece
INVENTORY-CHAISE_COMPTOIRE;Chaise comptoire;categorie-icizanye-bar;14;;TRUE;TRUE;piece
INVENTORY-CHAISE_BLANC;Chaise blanc;categorie-icizanye-bar;19;;TRUE;TRUE;piece
INVENTORY-CHAISE_METTALIQUE;Chaise mettalique;categorie-icizanye-bar;27;;TRUE;TRUE;piece
INVENTORY-PLATEAU_EN_BOIS;Plateau en bois;categorie-icizanye-bar;9;;TRUE;TRUE;piece
INVENTORY-PLTEAU_BRARUDI;Plteau brarudi;categorie-icizanye-bar;20;;TRUE;TRUE;piece
INVENTORY-ETAGERE;Etagere;categorie-icizanye-bar;2;;TRUE;TRUE;piece
;;;;;;;
;;;;;;;
;;;;;;;
##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unite
INVENTORY-PISCINE_;Piscine ;categorie-icizanye-gymnase;1;30000000;TRUE;TRUE;piece
INVENTORY-FILTRE_DE_SABLE;Filtre de sable;categorie-icizanye-gymnase;1;12000000;TRUE;TRUE;piece
INVENTORY-ASPIRATEUR_ET_TUYAUX;Aspirateur et tuyaux;categorie-icizanye-gymnase;1;10000000;TRUE;TRUE;piece
INVENTORY-SCEAU;Sceau;categorie-icizanye-gymnase;1;50000;TRUE;TRUE;piece
INVENTORY-PORTE_MENTAUX;Porte mentaux;categorie-icizanye-gymnase;2;50000;TRUE;TRUE;piece
INVENTORY-RACLETTE;Raclette;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-TUYAUX_ALIMANTA;Tuyaux alimanta;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-TAPIS_AU_SOL;Tapis au sol;categorie-icizanye-gymnase;4;400000;TRUE;TRUE;piece
INVENTORY-PETIT_TAPIS_;Petit tapis ;categorie-icizanye-gymnase;8;800000;TRUE;TRUE;piece
INVENTORY-POUILIE_MULTICOMBINÈ;Pouilie multicombinÈ;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-APAREIL_DE_MUSCULATION;Apareil de musculation;categorie-icizanye-gymnase;1;15000000;TRUE;TRUE;piece
INVENTORY-ALTHERE_AVEC_SES_DISQUES;Althere avec ses disques;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-SUPPORT_DE_L?ALTHERE;Support de l?althere;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-BANC_DE_MUSCULATION;Banc de musculation;categorie-icizanye-gymnase;1;12000000;TRUE;TRUE;piece
INVENTORY-APPAREIL_VIBRO-MASSER;Appareil vibro-masser;categorie-icizanye-gymnase;1;2000000;TRUE;TRUE;piece
INVENTORY-PESEPERSONNE;Pesepersonne;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-BALLONS_SUISSE;Ballons suisse;categorie-icizanye-gymnase;4;20000000;TRUE;TRUE;piece
INVENTORY-VELO_CARDIOLOGIQUE;Velo cardiologique;categorie-icizanye-gymnase;3;15000000;TRUE;TRUE;piece
INVENTORY-ASPIRATEUR_DES_TAPIS;Aspirateur des tapis;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-POSTE_RADIO_ALIPU;Poste radio alipu;categorie-icizanye-gymnase;1;250000;TRUE;TRUE;piece
INVENTORY-STABILISATEUR;Stabilisateur;categorie-icizanye-gymnase;1;300000;TRUE;TRUE;piece
INVENTORY-TABLETTE;Tablette;categorie-icizanye-gymnase;1;50000;TRUE;TRUE;piece
INVENTORY-PAIRE_DE_POIDS_DE_MUSCL;Paire de poids de muscl;categorie-icizanye-gymnase;11;25000000;TRUE;TRUE;piece
INVENTORY-SUPPORT_DES_POIDS;Support des poids;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-ETAGERE;Etagere;categorie-icizanye-gymnase;1;150000;TRUE;TRUE;piece
INVENTORY-ROULETTE_DE_MUSCULTION;Roulette de muscultion;categorie-icizanye-gymnase;2;12000000;TRUE;TRUE;piece
INVENTORY-APPAR_D?ASSOUPLESSEMENT;Appar d?assouplessement;categorie-icizanye-gymnase;1;15000000;TRUE;TRUE;piece
INVENTORY-APPAR_DE_MUSCULATION;Appar de musculation;categorie-icizanye-gymnase;1;15000000;TRUE;TRUE;piece
INVENTORY-PAIRE_DE_GROS_DISQUE;Paire de gros disque;categorie-icizanye-gymnase;3;7000000;TRUE;TRUE;piece
INVENTORY-MIROIRE_DE_VESTIAIRE;Miroire de vestiaire;categorie-icizanye-gymnase;2;120000;TRUE;TRUE;piece
INVENTORY-PETIT_PORTE_MENTEAU;Petit porte menteau;categorie-icizanye-gymnase;2;50000;TRUE;TRUE;piece
;;;;232220000;;;
;;;;;;;
;;;;;;;
##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unite
INVENTORY-DRAPS;Draps;categorie-icizanye-hebergement;43;3010000;TRUE;TRUE;piece
INVENTORY-ESSUIE-MAIN;Essuie-main;categorie-icizanye-hebergement;64;2560000;TRUE;TRUE;piece
INVENTORY-LITS;Lits;categorie-icizanye-hebergement;27;18900000;TRUE;TRUE;piece
INVENTORY-MATELAS;Matelas;categorie-icizanye-hebergement;27;27000000;TRUE;TRUE;piece
INVENTORY-CAMERA;Camera;categorie-icizanye-hebergement;6;15000000;TRUE;TRUE;piece
INVENTORY-TELEVISION;Television;categorie-icizanye-hebergement;17;13600000;TRUE;TRUE;piece
INVENTORY-CHAUFFE-EAU;Chauffe-eau;categorie-icizanye-hebergement;12;6000000;TRUE;TRUE;piece
INVENTORY-SALLON_MINISTRE;Sallon ministre;categorie-icizanye-hebergement;7;7000000;TRUE;TRUE;piece
INVENTORY-MACHINE_A_LAVER;Machine a laver;categorie-icizanye-hebergement;3;4500000;TRUE;TRUE;piece
INVENTORY-MIROIRES;Miroires;categorie-icizanye-hebergement;25;625000;TRUE;TRUE;piece
INVENTORY-STABILISATEUR;Stabilisateur;categorie-icizanye-hebergement;2;300000;TRUE;TRUE;piece
INVENTORY-GROUPE_ELECTROGENE;Groupe electrogene;categorie-icizanye-hebergement;1;24500000;TRUE;TRUE;piece
INVENTORY-ROUTEUR;Routeur;categorie-icizanye-hebergement;3;450000;TRUE;TRUE;piece
INVENTORY-MOUSTIQUAIRE;Moustiquaire;categorie-icizanye-hebergement;25;1500000;TRUE;TRUE;piece
INVENTORY-TELEPHONE_FIXE;Telephone fixe;categorie-icizanye-hebergement;15;2700000;TRUE;TRUE;piece
INVENTORY-CHAISE;Chaise;categorie-icizanye-hebergement;51;3570000;TRUE;TRUE;piece
INVENTORY-TAPIS;Tapis;categorie-icizanye-hebergement;44;660000;TRUE;TRUE;piece
INVENTORY-SEAUX;Seaux;categorie-icizanye-hebergement;37;444000;TRUE;TRUE;piece
INVENTORY-BABOUCHE;Babouche;categorie-icizanye-hebergement;25;100000;TRUE;TRUE;piece
INVENTORY-ALLONGES;Allonges;categorie-icizanye-hebergement;7;140000;TRUE;TRUE;piece
INVENTORY-CONTRE_FAUTEUIL;Contre fauteuil;categorie-icizanye-hebergement;3;15000;TRUE;TRUE;piece
INVENTORY-GRAND_BASSIN;Grand bassin;categorie-icizanye-hebergement;5;175000;TRUE;TRUE;piece
INVENTORY-FAIRE_A_REPASSER;Faire a repasser;categorie-icizanye-hebergement;2;130000;TRUE;TRUE;piece
INVENTORY-POUBELLES;Poubelles;categorie-icizanye-hebergement;25;375000;TRUE;TRUE;piece
INVENTORY-FRIGOT;Frigot;categorie-icizanye-hebergement;1;2000000;TRUE;TRUE;piece
INVENTORY-TE_D?OREILLE;Te d?oreille;categorie-icizanye-hebergement;39;195000;TRUE;TRUE;piece
INVENTORY-DECODEUR;Decodeur;categorie-icizanye-hebergement;6;420000;TRUE;TRUE;piece
INVENTORY-RIDEAUX;Rideaux ;categorie-icizanye-hebergement;67;2512000;TRUE;TRUE;piece
INVENTORY-RIDEAUX_DU_JOUR;Rideaux du jour;categorie-icizanye-hebergement;6;360000;TRUE;TRUE;piece
INVENTORY-PORTE_MENTAUX;Porte mentaux;categorie-icizanye-hebergement;51;300000;TRUE;TRUE;piece
INVENTORY-PORTE_RIDEAU;Porte rideau;categorie-icizanye-hebergement;27;2160000;TRUE;TRUE;piece
INVENTORY-MALES;Males;categorie-icizanye-hebergement;3;180000;TRUE;TRUE;piece
INVENTORY-EXTINCTEUR;Extincteur;categorie-icizanye-hebergement;2;640000;TRUE;TRUE;piece
INVENTORY-ORDINATEUR_DE_BUREAU;Ordinateur de bureau;categorie-icizanye-hebergement;1;300000;TRUE;TRUE;piece
INVENTORY-PHOTOCOPIEUSE;Photocopieuse;categorie-icizanye-hebergement;1;3000000;TRUE;TRUE;piece
INVENTORY-CENTRAL_TELEPHONIQUE;Central telephonique;categorie-icizanye-hebergement;1;11200000;TRUE;TRUE;piece
INVENTORY-BAGAGE_D?EAU;Bagage d?eau;categorie-icizanye-hebergement;6;840000;TRUE;TRUE;piece
INVENTORY-COUVRE-LITS;Couvre-lits;categorie-icizanye-hebergement;27;5400000;TRUE;TRUE;piece
INVENTORY-ETAGERE;Etagere;categorie-icizanye-hebergement;2;150000;TRUE;TRUE;piece
INVENTORY-IMPRIMANTE;Imprimante;categorie-icizanye-hebergement;2;800000;TRUE;TRUE;piece
INVENTORY-TABLE;Table;categorie-icizanye-hebergement;40;800000;TRUE;TRUE;piece
INVENTORY-TELECOMMANDE;Telecommande;categorie-icizanye-hebergement;15;300000;TRUE;TRUE;piece
