##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unit
INVENTORY-CHAISE_RESTO_BAR;Chaise resto bar;categorie-icizanye-bar;49;60000;TRUE;TRUE;piece
INVENTORY-CHAISE_ET_TABLE_PALLAUTE;Chaise et table pallaute;categorie-icizanye-bar;10;500000;TRUE;TRUE;piece
INVENTORY-TABLE_PLASTIQUE;Table plastique;categorie-icizanye-bar;34;60000;TRUE;TRUE;piece
INVENTORY-TABLE_METALLIQUE;Table metallique;categorie-icizanye-bar;5;200000;TRUE;TRUE;piece
INVENTORY-TABLE_EN_BOIS;Table en bois;categorie-icizanye-bar;46;35000;TRUE;TRUE;piece
INVENTORY-TABLE_ZIBIYO_NINI;Table zibiyo nini;categorie-icizanye-bar;4;500000;TRUE;TRUE;piece
INVENTORY-TABLE_ZIBIYO_NTOYA;Table zibiyo ntoya;categorie-icizanye-bar;3;2500000;TRUE;TRUE;piece
INVENTORY-VERRE_DE_LIMONADE;Verre de limonade;categorie-icizanye-bar;17;4000;TRUE;TRUE;piece
INVENTORY-VERRE_DE_VIN;Verre de vin;categorie-icizanye-bar;10;4000;TRUE;TRUE;piece
INVENTORY-VERRE_DE_PRIMUS;Verre de primus;categorie-icizanye-bar;72;5000;TRUE;TRUE;piece
INVENTORY-VERRE_DE_AMSTEL;Verre de amstel;categorie-icizanye-bar;142;5000;TRUE;TRUE;piece
INVENTORY-CARTON_DE_G_AMSTEL;Carton de G amstel;categorie-icizanye-bar;44;45000;TRUE;TRUE;caisse
INVENTORY-CARTON_DE_G_PRIMUS;Carton de G primus;categorie-icizanye-bar;34;25000;TRUE;TRUE;caisse
INVENTORY-CARTON_DE_P_AMSTEL;Carton de P amstel;categorie-icizanye-bar;18;80000;TRUE;TRUE;caisse
INVENTORY-CARTON_DE_P_PRIMUS;Carton de P primus;categorie-icizanye-bar;25;45000;TRUE;TRUE;caisse
INVENTORY-CARTON_SKOOL;Carton skool;categorie-icizanye-bar;28;470000;TRUE;TRUE;caisse
INVENTORY-CARTON_SOMA;Carton soma;categorie-icizanye-bar;5;30000;TRUE;TRUE;caisse
INVENTORY-CARTON_FANTA;Carton fanta;categorie-icizanye-bar;25;35000;TRUE;TRUE;caisse
INVENTORY-CARTON_ROYAL;Carton royal;categorie-icizanye-bar;16;100000;TRUE;TRUE;caisse
INVENTORY-CARTON_VIVA;Carton viva;categorie-icizanye-bar;32;55000;TRUE;TRUE;caisse
INVENTORY-VIDE_G_AMSTEL;Vide G amstel;categorie-icizanye-bar;20;10000;TRUE;TRUE;caisse
INVENTORY-VIDE_G_PRIMUS;Vide G primus;categorie-icizanye-bar;47;5000;TRUE;TRUE;caisse
INVENTORY-VIDE_ROYAL;Vide royal;categorie-icizanye-bar;71;5000;TRUE;TRUE;caisse
INVENTORY-VIDE_FANTA;Vide fanta;categorie-icizanye-bar;21;5000;TRUE;TRUE;caisse
INVENTORY-TABLE_COMPTOIRE;Table comptoire;categorie-icizanye-bar;3;1500000;TRUE;TRUE;piece
INVENTORY-CHAISE_COMPTOIRE;Chaise comptoire;categorie-icizanye-bar;14;60000;TRUE;TRUE;piece
INVENTORY-CHAISE_BLANC;Chaise blanc;categorie-icizanye-bar;19;0;TRUE;TRUE;piece
INVENTORY-CHAISE_METTALIQUE;Chaise mettalique;categorie-icizanye-bar;27;60000;TRUE;TRUE;piece
INVENTORY-PLATEAU_EN_BOIS;Plateau en bois;categorie-icizanye-bar;9;10000;TRUE;TRUE;piece
INVENTORY-PLTEAU_BRARUDI;Plteau brarudi;categorie-icizanye-bar;20;5000;TRUE;TRUE;piece
INVENTORY-ETAGERE-BAR;Etagere;categorie-icizanye-bar;2;150000;TRUE;TRUE;piece
INVENTORY-ETAGERE-METALIQUE;Etagere Metalique;categorie-icizanye-bar;2;2000000;TRUE;TRUE;piece
INVENTORY-COFRE-FORT;Cofre fort;categorie-icizanye-bar;1;4500000;TRUE;TRUE;piece
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unit
INVENTORY-PISCINE_;Piscine ;categorie-icizanye-gymnase;1;30000000;TRUE;TRUE;piece
INVENTORY-FILTRE_DE_SABLE;Filtre de sable;categorie-icizanye-gymnase;1;12000000;TRUE;TRUE;piece
INVENTORY-ASPIRATEUR_ET_TUYAUX;Aspirateur et tuyaux;categorie-icizanye-gymnase;1;10000000;TRUE;TRUE;piece
INVENTORY-SCEAU-GYMNASE;Sceau;categorie-icizanye-gymnase;1;50000;TRUE;TRUE;piece
INVENTORY-PORTE_MENTAUX-GYMNASE;Porte mentaux;categorie-icizanye-gymnase;2;25000;TRUE;TRUE;piece
INVENTORY-RACLETTE-GYM;Raclette;categorie-icizanye-gymnase;1;3000;TRUE;TRUE;piece
INVENTORY-TUYAUX_ALIMANTA;Tuyaux alimanta;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-TAPIS_AU_SOL;Tapis au sol;categorie-icizanye-gymnase;4;100000;TRUE;TRUE;piece
INVENTORY-PETIT_TAPIS_;Petit tapis ;categorie-icizanye-gymnase;8;100000;TRUE;TRUE;piece
INVENTORY-POUILIE_MULTICOMBINE;Pouilie multicombiné;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-APAREIL_DE_MUSCULATION;Apareil de musculation;categorie-icizanye-gymnase;1;15000000;TRUE;TRUE;piece
INVENTORY-ALTHERE_AVEC_SES_DISQUES;Althere avec ses disques;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-SUPPORT_ALTHERE;Support althere;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-BANC_DE_MUSCULATION;Banc de musculation;categorie-icizanye-gymnase;1;12000000;TRUE;TRUE;piece
INVENTORY-APPAREIL_VIBRO-MASSER;Appareil vibro-masser;categorie-icizanye-gymnase;1;2000000;TRUE;TRUE;piece
INVENTORY-PESEPERSONNE;Pesepersonne;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-BALLONS_SUISSE;Ballons suisse;categorie-icizanye-gymnase;4;5000000;TRUE;TRUE;piece
INVENTORY-VELO_CARDIOLOGIQUE;Velo cardiologique;categorie-icizanye-gymnase;3;5000000;TRUE;TRUE;piece
INVENTORY-ASPIRATEUR_DES_TAPIS;Aspirateur des tapis;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-POSTE_RADIO_ALIPU;Poste radio alipu;categorie-icizanye-gymnase;1;250000;TRUE;TRUE;piece
INVENTORY-STABILISATEUR-GYMNASE;Stabilisateur;categorie-icizanye-gymnase;1;300000;TRUE;TRUE;piece
INVENTORY-TABLETTE;Tablette;categorie-icizanye-gymnase;1;50000;TRUE;TRUE;piece
INVENTORY-PAIRE_DE_POIDS_DE_MUSCL;Paire de poids de muscl;categorie-icizanye-gymnase;11;250000;TRUE;TRUE;piece
INVENTORY-SUPPORT_DES_POIDS;Support des poids;categorie-icizanye-gymnase;1;5000000;TRUE;TRUE;piece
INVENTORY-ETAGERE-GYMNASE;Etagere;categorie-icizanye-gymnase;1;150000;TRUE;TRUE;piece
INVENTORY-ROULETTE_DE_MUSCULTION;Roulette de muscultion;categorie-icizanye-gymnase;2;6000000;TRUE;TRUE;piece
INVENTORY-APPAR_ASSOUPLESSEMENT;Appar assouplessement;categorie-icizanye-gymnase;1;15000000;TRUE;TRUE;piece
INVENTORY-APPAR_DE_MUSCULATION;Appar de musculation;categorie-icizanye-gymnase;1;15000000;TRUE;TRUE;piece
INVENTORY-PAIRE_DE_GROS_DISQUE;Paire de gros disque;categorie-icizanye-gymnase;3;2400000;TRUE;TRUE;piece
INVENTORY-MIROIRE_DE_VESTIAIRE;Miroire de vestiaire;categorie-icizanye-gymnase;2;60000;TRUE;TRUE;piece
INVENTORY-PETIT_PORTE_MENTEAU-GYM;Petit porte menteau;categorie-icizanye-gymnase;2;25000;TRUE;TRUE;piece
;;;;;;;
;;;;;;;
;;;;;;;
##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unit
INVENTORY-DRAPS;Draps;categorie-icizanye-hebergement;43;70000;TRUE;TRUE;piece
INVENTORY-ESSUIE-MAIN;Essuie-main;categorie-icizanye-hebergement;64;40000;TRUE;TRUE;piece
INVENTORY-LITS;Lits;categorie-icizanye-hebergement;27;700000;TRUE;TRUE;piece
INVENTORY-MATELAS;Matelas;categorie-icizanye-hebergement;27;1000000;TRUE;TRUE;piece
INVENTORY-CAMERA-ICIZANYE;Camera;categorie-icizanye-hebergement;6;2500000;TRUE;TRUE;piece
INVENTORY-TELEVISION-RECEPTION;Television-Hebergement;categorie-icizanye-hebergement;17;800000;TRUE;TRUE;piece
INVENTORY-CHAUFFE-EAU-RECEPTION;Chauffe-eau;categorie-icizanye-hebergement;12;500000;TRUE;TRUE;piece
INVENTORY-SALLON_MINISTRE;Sallon ministre;categorie-icizanye-hebergement;1;1000000;TRUE;TRUE;piece
INVENTORY-MACHINE_A_LAVER;Machine a laver;categorie-icizanye-hebergement;1;1500000;TRUE;TRUE;piece
INVENTORY-MIROIRES;Miroires;categorie-icizanye-hebergement;25;25000;TRUE;TRUE;piece
INVENTORY-STABILISATEUR-RECEPTION;Stabilisateur;categorie-icizanye-hebergement;2;150000;TRUE;TRUE;piece
INVENTORY-ROUTEUR;Routeur;categorie-icizanye-hebergement;3;150000;TRUE;TRUE;piece
INVENTORY-MOUSTIQUAIRE;Moustiquaire;categorie-icizanye-hebergement;25;60000;TRUE;TRUE;piece
INVENTORY-TELEPHONE_FIXE;Telephone fixe;categorie-icizanye-hebergement;15;180000;TRUE;TRUE;piece
INVENTORY-CHAISE-RECEPTION;Chaise;categorie-icizanye-hebergement;51;70000;TRUE;TRUE;piece
INVENTORY-TAPIS;Tapis;categorie-icizanye-hebergement;44;15000;TRUE;TRUE;piece
INVENTORY-SEAUX-RECEPTION;Seaux;categorie-icizanye-hebergement;37;12000;TRUE;TRUE;piece
INVENTORY-BABOUCHE;Babouche;categorie-icizanye-hebergement;25;4000;TRUE;TRUE;piece
INVENTORY-ALLONGES-RECEPTION;Allonges;categorie-icizanye-hebergement;7;20000;TRUE;TRUE;piece
INVENTORY-CONTRE_FAUTEUIL;Contre fauteuil;categorie-icizanye-hebergement;3;5000;TRUE;TRUE;piece
INVENTORY-GRAND_BASSIN-RECEPTION;Grand bassin;categorie-icizanye-hebergement;5;35000;TRUE;TRUE;piece
INVENTORY-FAIRE_A_REPASSER;Faire a repasser;categorie-icizanye-hebergement;2;65000;TRUE;TRUE;piece
INVENTORY-POUBELLES;Poubelles;categorie-icizanye-hebergement;25;15000;TRUE;TRUE;piece
INVENTORY-FRIGOT-RECEPTION;Frigot;categorie-icizanye-hebergement;1;2000000;TRUE;TRUE;piece
INVENTORY-TE_OREILLE;Té oreille;categorie-icizanye-hebergement;39;5000;TRUE;TRUE;piece
INVENTORY-DECODEUR;Decodeur;categorie-icizanye-hebergement;6;70000;TRUE;TRUE;piece
INVENTORY-RIDEAUX;Rideaux ;categorie-icizanye-hebergement;67;40000;TRUE;TRUE;piece
INVENTORY-RIDEAUX_DU_JOUR;Rideaux du jour;categorie-icizanye-hebergement;6;60000;TRUE;TRUE;piece
INVENTORY-PORTE_MENTAUX-RECEPTION;Porte mentaux;categorie-icizanye-hebergement;51;15000;TRUE;TRUE;piece
INVENTORY-PORTE_RIDEAU;Porte rideau;categorie-icizanye-hebergement;27;80000;TRUE;TRUE;piece
INVENTORY-MALES;Males;categorie-icizanye-hebergement;3;60000;TRUE;TRUE;piece
INVENTORY-EXTINCTEUR;Extincteur;categorie-icizanye-hebergement;2;320000;TRUE;TRUE;piece
INVENTORY-ORDINATEUR_DE_BUREAU-RECEPTION;Ordinateur de bureau;categorie-icizanye-hebergement;1;800000;TRUE;TRUE;piece
INVENTORY-PHOTOCOPIEUSE;Photocopieuse;categorie-icizanye-hebergement;1;3000000;TRUE;TRUE;piece
INVENTORY-CENTRAL_TELEPHONIQUE;Central telephonique;categorie-icizanye-hebergement;1;11200000;TRUE;TRUE;piece
INVENTORY-BAGAGE_EAU;Bagage eau;categorie-icizanye-hebergement;6;140000;TRUE;TRUE;piece
INVENTORY-COUVRE-LITS;Couvre-lits;categorie-icizanye-hebergement;27;200000;TRUE;TRUE;piece
INVENTORY-ETAGERE-RECEPTION;Etagere;categorie-icizanye-hebergement;1;150000;TRUE;TRUE;piece
INVENTORY-IMPRIMANTE-RECEPTION;Imprimante;categorie-icizanye-hebergement;1;400000;TRUE;TRUE;piece
INVENTORY-TABLE-RECEPTION;Table;categorie-icizanye-hebergement;40;20000;TRUE;TRUE;piece
INVENTORY-TELECOMMANDE;Telecommande;categorie-icizanye-hebergement;15;20000;TRUE;TRUE;piece
INVENTORY-CONTOIRE-RECEPTION;Contoire-Reception;categorie-icizanye-hebergement;1;1500000;TRUE;TRUE;piece
;;;;;;;
;;;;;;;
;;;;;;;
##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unit
INVENTORY-TISSU-ICIZANYE;Tissu ;categorie-icizanye-salle;80;20000;TRUE;TRUE;piece
INVENTORY-MIXEUR-ICIZANYE;Mixeur;categorie-icizanye-salle;1;1200000;TRUE;TRUE;piece
INVENTORY-RETRO_PROJECTEUR-ICIZANYE;Retro projecteur-Icizanye;categorie-icizanye-salle;3;450000;TRUE;TRUE;piece
INVENTORY-ALLONGE-SALLE-ICIZANYE;Allonge-Salle-Icizanye;categorie-icizanye-salle;8;15000;TRUE;TRUE;piece
;;;;;;;
;;;;;;;
##mBInventory;;;;;;;
code;name;category;quantity;cost;active;visible;unit
INVENTORY-CAMIONNETTE-ICIZANYE;Camionnette;categorie-icizanye-automobile;1;25000000;TRUE;TRUE;piece
INVENTORY-GROUPE_ELECTOGENE-1;Groupe electrogene 1;categorie-icizanye-automobile;1;35000000;TRUE;TRUE;piece
INVENTORY-GROUPE_ELECTOGENE-2;Groupe electrogene 2;categorie-icizanye-automobile;1;25000000;TRUE;TRUE;piece
